Date,Open,High,Low,Close,Volume
2025-03-31,461.92,469.86,457.33,468.92,53000303
2025-04-01,467.3,473.63,464.42,472.7,41156226
2025-04-02,466.12,479.56,465.86,476.15,49894489
2025-04-03,456.44,460.07,450.14,450.66,70456338
2025-04-04,438.14,440.37,422.67,422.67,117088441
2025-04-07,408.66,443.14,402.39,423.69,161556970
2025-04-08,438.16,443.138,409.79,416.06,101248060
2025-04-09,415.57,467.83,415.43,466,142876878
2025-04-10,453.56,455.59,432.63,446.18,108384092
2025-04-11,444.65,455.79,441.33,454.4,52483779
2025-04-14,464.46,465.05,452.63,457.48,43941179
2025-04-15,458.54,462.38,456.15,457.99,35404210
2025-04-16,449.03,452.62,437.76,444.18,48980552
2025-04-17,447.17,447.75,441.36,444.1,44837047
2025-04-21,438.23,439.08,427.93,433.11,44149313
2025-04-22,438.82,447.58,437.62,444.48,52304388
2025-04-23,458.17,463.38,452.88,454.56,55801136
2025-04-24,456.48,467.66,455.83,467.35,45956136
2025-04-25,466.97,473.09,465.39,472.56,38697063
2025-04-28,473.03,474.808,466.03,472.41,33550778
2025-04-29,470.17,476.424,469.59,475.53,30613120
2025-04-30,467.13,477.2,462.43,475.47,46810610
2025-05-01,483.41,487.18,480.74,481.68,43316539
2025-05-02,486.54,490.91,484.83,488.83,39218082
2025-05-05,484.6,489.03,484.1,485.93,28309490
2025-05-06,479.56,485.05,478.19,481.41,32786310
2025-05-07,482.08,485.8,476.782,483.3,38109864
2025-05-08,488.53,492.7,484.17,488.29,39577592
2025-05-09,490.21,491.54,486.195,487.97,27767416
2025-05-12,506.99,507.89,501.48,507.85,45090616
2025-05-13,509.16,517.39,508.42,515.59,53269573
2025-05-14,516.77,519.227,515.75,518.68,47014516
2025-05-15,516.52,521.93,515.17,519.25,50153275
2025-05-16,520.66,521.7,517.1,521.51,48394603
2025-05-19,514.24,522.53,514.24,522.01,52536154
2025-05-20,519.47,520.93,516.66,520.27,42517561
2025-05-21,516.27,523,511.24,513.04,71292831
2025-05-22,513.66,517.71,512.3,514,55607169
2025-05-23,506.18,511.84,505.58,509.24,58368075
2025-05-27,516.15,521.71,514.59,521.22,47226323
2025-05-28,522.18,523.68,518.39,518.91,46637175
2025-05-29,526.33,526.48,517.32,519.93,58724069
2025-05-30,519.44,520.68,511.93,519.11,67662836
2025-06-02,517.24,523.45,515.97,523.21,44762817
2025-06-03,523.56,528.74,522.69,527.3,44070330
2025-06-04,528.01,529.84,525.9694,528.77,41359322
2025-06-05,530.18,533.05,522.66,524.79,61286623
2025-06-06,530,531.8,528.21,529.92,42467021
2025-06-09,530.14,532.35,529.01,530.7,33688671
2025-06-10,531.17,534.9,528.89,534.21,40664795
2025-06-11,535.62,536.78,530.11,532.41,53701033
2025-06-12,531.09,534.6438,530.84,533.66,34104887
2025-06-13,527.68,531.87,525.73,526.96,55814443
2025-06-16,530.5,535.37,530.45,534.29,37622051
2025-06-17,531.71,533.325,527.91,529.08,42180866
2025-06-18,530.1,532.55,527.4,528.99,43983522
2025-06-20,532.26,533.56,524.88,526.83,61643519
2025-06-23,526.81,532.17,523.65,531.65,50666146
2025-06-24,536.89,540.7,536.27,539.78,45441982
2025-06-25,542.06,543.31,539.38,541.16,44804168
2025-06-26,543.35,546.67,541.52,546.22,43811432
2025-06-27,547.26,549.99,544.545,548.09,57577147
2025-06-30,551.26,552.8,549.01,551.64,45548742
2025-07-01,549.73,550.71,544.66,546.99,56166736
2025-07-02,546.16,551,546.12,550.8,36538281
2025-07-03,553.18,557.2,553.18,556.22,26443524
2025-07-07,553.52,554.34,549.58,552.03,45349323
2025-07-08,553.38,554.01,551.1,552.34,36153258
2025-07-09,554.48,557.63,553.1,556.25,43045534
2025-07-10,556.89,557.3,552.75,555.45,34710913
2025-07-11,553.3,555.79,552.05,554.2,39618635
2025-07-14,553.99,556.945,551.63,556.21,36453314
2025-07-15,560.25,560.8,556.66,556.72,43277661
2025-07-16,557.28,560.21,551.56,557.29,52314711
2025-07-17,558.02,562.31,557.21,561.8,40423778
2025-07-18,563.12,564.7262,559.98,561.26,50484704
2025-07-21,562.09,566.06,562.06,564.17,39595214
2025-07-22,564.3,564.35,558.61,561.25,43270647
2025-07-23,562.34,563.85,559.58,563.81,40215259
2025-07-24,565.13,566.24,563.295,565.01,42275541
2025-07-25,564.93,567.695,564.27,566.37,30630813
2025-07-28,567.74,569.04,566.87,568.14,31498739
2025-07-29,570.76,572.11,566.53,567.26,45463317
2025-07-30,568.18,570.62,565.05,568.02,43433777
2025-07-31,574.54,574.63,563.87,565.01,64613590
2025-08-01,558.83,559.02,551.68,553.88,69400789
2025-08-04,559.05,564.315,558.95,564.1,47669751
2025-08-05,565.39,566.5607,559.73,560.27,48666640
2025-08-06,561.11,567.76,560.63,567.32,41823677
2025-08-07,571.67,573.32,565.11,569.24,44462972
2025-08-08,570.45,574.77,570.15,574.55,35255472
2025-08-11,574.69,576.8,571.57,572.85,33112917
2025-08-12,575.16,580.35,572.485,580.05,42271441
2025-08-13,582.76,583.3199,578.94,580.34,41209294
2025-08-14,578.28,581.88,577.91,579.89,45425043
2025-08-15,579.8,579.84,575.5743,577.34,49480161
2025-08-18,576.44,577.765,575.2412,577.11,29830957
2025-08-19,576.39,576.56,568.25,569.28,53752635
2025-08-20,568.33,568.45,558.84,565.9,76781087
2025-08-21,564.35,566.49,560.98,563.28,46436899
2025-08-22,564.67,573.99,563.27,571.97,51502129
2025-08-25,570.4,573.2871,569.16,570.32,34044749
2025-08-26,569.83,572.92,568.8,572.61,34103014
2025-08-27,571.59,574.405,570.37,573.49,36927144
2025-08-28,574.11,578,572.46,577.08,46787857
2025-08-29,574.655,575.03,568.54,570.4,56030409
2025-09-02,561.31,565.965,559.535,565.62,65876765
2025-09-03,569.23,571.695,566.725,570.07,54230213
2025-09-04,570.74,575.6,569.025,575.23,47526280
2025-09-05,580.49,581.12,571.53,576.06,68342532
2025-09-08,578.37,580.84,577.77,578.87,46371354
2025-09-09,579.67,580.94,577.04,580.51,44007592
2025-09-10,583.74,583.77,578.55,580.7,49307959
2025-09-11,583.24,584.88,581.62,584.08,44745766
2025-09-12,585.04,587.86,584.1,586.66,50745886
2025-09-15,588.44,591.79,588.295,591.68,44360315
2025-09-16,592.61,592.86,590.49,591.18,36942130
2025-09-17,591.1,591.75,584.365,590,69384820
2025-09-18,594.91,598.14,592.96,595.32,61069294
2025-09-19,597.33,600.05,595.85,599.35,58196109
2025-09-22,597.74,602.87,597.72,602.2,57154769
2025-09-23,602.37,602.57,596.98,598.2,64635486
2025-09-24,599.58,599.9,593.36,596.1,49850301
2025-09-25,592.2,595.115,588.5,593.53,70920209
2025-09-26,594.35,596.3,591.06,595.97,54337416
2025-09-29,599.11,602.05,597.41,598.73,48332934
2025-09-30,598.43,600.71,596.1,600.37,46533814
2025-10-01,597.17,603.79,596.34,603.25,46899612
2025-10-02,607.06,607.16,602.93,605.73,43765410
2025-10-03,606.51,607.3255,601.385,603.18,46482098
2025-10-06,608.45,609.36,605.97,607.71,41962115
2025-10-07,609.02,609.71,603.03,604.51,58209463
2025-10-08,605.41,611.75,605.26,611.44,50629754
2025-10-09,611.48,611.61,607.48,610.7,45550958
2025-10-10,611.4,613.18,589.05,589.5,97614783
2025-10-13,599.68,602.95,597.23,602.01,65872584
2025-10-14,595.31,602.69,590.13,598,69203187
2025-10-15,604.01,606.7,595.93,602.22,62805456
2025-10-16,605.11,608.31,595.5,599.99,70981963
2025-10-17,597.95,605.51,596.37,603.93,72024872
2025-10-20,607.14,612.8,607.065,611.54,45761697
2025-10-21,611.64,612.7213,609.32,611.38,44538161
2025-10-22,610.82,611.41,599.74,605.49,61478802
2025-10-23,604.91,611.37,604.52,610.58,42844298
2025-10-24,615.99,618.42,615.13,617.1,47632473
2025-10-27,624.52,628.55,624.03,628.09,54098611
2025-10-28,630.36,634.68,629.25,632.92,61195733
2025-10-29,635.59,637.01,630.25,635.77,67422806
2025-10-30,632.17,633.5,625.94,626.05,61628621
2025-10-31,634.17,634.2,626.69,629.07,66305147
2025-11-03,635.11,635.82,629.85,632.08,37154307
2025-11-04,623.28,626.95,618.455,619.25,63830768
2025-11-05,618.49,626.6,617.21,623.28,48688484
2025-11-06,621.79,622.04,610.3,611.67,72115128
2025-11-07,608.31,609.95,598.67,609.74,81835388
2025-11-10,618.92,624.31,616.89,623.23,55919931
2025-11-11,620.57,622.72,617.52,621.57,44868841
2025-11-12,624.84,624.86,617.81,621.08,47444384
2025-11-13,617.54,618.12,606.08,608.4,71333634
2025-11-14,599.55,613.35,597.17,608.86,80087291
2025-11-17,606.3,612.48,599.87,603.66,63850367
2025-11-18,599.62,602.31,591.34,596.31,83327279
2025-11-19,597.07,606.16,594.59,599.87,73111487
2025-11-20,611.62,614.03,584.75,585.67,117743195
2025-11-21,587.47,596.98,580.74,590.07,103344155
2025-11-24,595.28,606.68,595.16,605.16,60168149
2025-11-25,603.51,610.2601,597.32,608.89,57560867
2025-11-26,612.51,616.19,610.39,614.27,42393598
2025-11-28,616.11,619.32,615.4174,619.25,23034394
2025-12-01,613.63,619.4401,612.52,617.17,40957588
2025-12-02,619.46,623.75,617.59,622,54541834
2025-12-03,619.62,624.22,618.03,623.52,47841627
2025-12-04,624.93,624.94,619.54,622.94,47067751
2025-12-05,624.38,628.92,623.71,625.48,53614169
2025-12-08,627.21,628.84,621.69,624.28,43462406
2025-12-09,623.01,625.87,621,625.05,37155999
2025-12-10,623.85,629.21,620.99,627.61,55031384
2025-12-11,623.82,625.78,617.72,625.58,58272844
2025-12-12,622.08,623.54,611.36,613.62,75158726
2025-12-15,618.37,618.42,609.32,610.54,49538197
2025-12-16,608.26,613.51,606.9101,611.75,55152819
2025-12-17,613.06,613.65,600.28,600.41,70654327
2025-12-18,609.8,612.93,606.92,609.11,78875824
2025-12-19,611.95,617.62,611.87,617.05,60369829
2025-12-22,621.35,621.65,617.77,619.21,43703101
2025-12-23,618.2,622.41,617.78,622.11,41120445
2025-12-24,621.99,624.28,621.72,623.93,18468707
2025-12-26,624.66,625.515,623.14,623.89,28959778
2025-12-29,620.1,622.78,618.73,620.87,32458308
2025-12-30,619.84,622.18,619.215,619.43,31226754
2025-12-31,619.65,619.96,614.05,614.31,40746527
2026-01-02,620.06,622.85,610.15,613.12,61859163
2026-01-05,619.32,620.81,616.72,617.99,46828359
2026-01-06,619.23,624.0213,618.54,623.42,43137520
2026-01-07,623.04,627.94,622.56,624.02,44880339
2026-01-08,623.03,623.42,617.8,620.47,50435941
2026-01-09,621.41,627.89,619.06,626.65,49688734
2026-01-12,622.31,628.845,622.26,627.17,37388651
2026-01-13,627.27,629.47,623.695,626.24,44481380
2026-01-14,622.24,623.45,614.56,619.55,72598700
2026-01-15,626.6,630,620.75,621.78,53934892
2026-01-16,625.5,626.08,618.88,621.26,61058094
2026-01-20,610.53,615.055,607.05,608.06,81988898
2026-01-21,609.47,620.42,607.8635,616.28,79837881
2026-01-22,622.35,622.46,617.78,620.76,42254757
2026-01-23,619.73,625.3999,618.65,622.72,43645825
2026-01-26,623.21,627.61,622.12,625.46,35983008
2026-01-27,628.91,632.0427,627.34,631.13,38997212
2026-01-28,635.46,636.6,631.81,633.22,50691691
2026-01-29,632.65,633.67,618.27,629.43,79944047
2026-01-30,625.71,628.256,619.2975,621.87,65650714
2026-02-02,618.7,628.49,618.66,626.14,49020292
2026-02-03,628.3,629.98,610.96,616.52,81233969
2026-02-04,615.02,615.1,600.47,605.75,81850748
2026-02-05,600.21,604.81,594.76,597.03,89354492
2026-02-06,600.19,611.41,598.77,609.65,78019338
2026-02-09,607.54,616.46,605.07,614.32,56797557
2026-02-10,615.305,617.02,611.01,611.47,53938859
2026-02-11,616.38,617.52,607.69,613.11,58575101
2026-02-12,614.71,615.81,599.5699,600.64,81378903
2026-02-13,600.43,606.48,596.42,601.92,69237547
2026-02-17,598.375,603.95,593.34,601.3,69013763
2026-02-18,602.11,609.771,600.72,605.79,64250668
2026-02-19,602.81,605.815,600.75,603.47,60960839
2026-02-20,600.12,610.35,599.23,608.81,74127323
2026-02-23,606.605,608.01,599.05,601.41,63859111
2026-02-24,602.4,608.99,599.73,607.87,55023732
2026-02-25,611.07,616.83,611,616.68,55710700
2026-02-26,615.59,615.59,603.98,609.24,95536906
2026-02-27,602.98,608.32,602.19,607.29,67964699
2026-03-02,598.86,609.92,597.99,608.09,75264644
2026-03-03,596.33,603.96,591.87,601.67,97015532
2026-03-04,604.16,612.88,603.43,610.72,70943888
2026-03-05,607.4,612.76,602.26,608.93,89602407
2026-03-06,600.31,606,598.33,599.83,86302307
2026-03-09,594.225,609.27,591.33,607.71,93068170
2026-03-10,607.78,613.29,605.42,607.73,64078867
2026-03-11,608.95,612.43,605.03,607.69,60114800
2026-03-12,602.76,604.14,597.05,597.26,71836629
2026-03-13,599.73,603.5999,592.57,593.72,63145490
2026-03-16,600.04,603.86,599.11,600.38,49077155
2026-03-17,603.14,605.9,601.87,603.31,47106607
2026-03-18,601.49,603.16,594.56,594.9,56127962
2026-03-19,589.51,595.8,587.08,593.02,75597578
2026-03-20,591.06,591.17,578.54,582.06,91964677
